Iteration,Layer,Index,Bit
25014,classifier[0],1760334,3
25015,features[25],682687,1
25016,features[0],1537,2
25017,features[22],878664,2
25018,features[0],1363,4
25019,classifier[6],27757,1
25020,features[15],1029475,1
25021,features[0],289,1
25022,classifier[0],572185,0
25023,classifier[3],4496702,0
25024,features[25],419264,3
25025,features[4],4522,3
25026,classifier[3],2477717,1
25027,features[4],38131,1
25028,features[18],266007,1
25029,features[18],354292,3
25030,features[22],1208703,2
25031,features[22],644378,3
25032,features[11],90371,1
25033,features[0],1651,4
25034,features[18],465896,3
25035,features[18],460751,0
25036,features[22],434175,0
25037,classifier[6],2718,4
25038,features[15],983760,0
25039,features[11],121029,4
25040,classifier[6],37283,0
25041,features[18],708503,1
25042,classifier[3],3745867,1
25043,features[0],319,1
25044,features[15],96703,0
25045,features[4],7196,4
25046,features[18],1408245,2
25047,classifier[3],12912388,1
25048,features[22],319676,4
25049,features[18],594957,4
25050,classifier[0],1200458,3
25051,features[0],889,2
25052,features[8],249673,4
25053,features[11],294780,4
25054,classifier[0],1729253,3
25055,features[0],827,1
25056,features[18],1519941,3
25057,classifier[3],5932429,0
25058,classifier[6],6231,4
25059,features[18],2323588,3
25060,features[18],154889,3
25061,features[8],96318,2
25062,classifier[6],21711,1
25063,features[11],589165,4
25064,features[22],227455,4
25065,features[15],379713,0
25066,features[4],20260,2
25067,classifier[6],23292,1
25068,classifier[3],11740725,1
25069,features[15],610715,0
25070,features[0],458,2
25071,features[8],197287,1
25072,classifier[6],33711,4
25073,features[4],27532,1
25074,classifier[3],2148553,4
25075,features[0],638,3
25076,features[15],1132684,2
25077,features[4],67819,0
25078,features[4],71627,1
25079,features[25],1764614,3
25080,features[22],1996363,3
25081,features[11],411507,2
25082,classifier[6],10335,3
25083,features[18],79711,4
25084,features[25],153754,1
25085,classifier[6],33557,1
25086,features[15],970787,0
25087,features[25],138864,0
25088,classifier[3],12596219,3
25089,classifier[6],36539,4
25090,features[25],2287314,0
25091,features[22],930687,0
25092,features[18],233097,4
25093,features[11],100591,0
25094,classifier[0],186801,1
25095,features[11],448602,1
25096,classifier[3],1820476,1
25097,features[4],30418,2
25098,features[22],149394,4
25099,classifier[0],953369,0
25100,classifier[3],3954333,2
25101,features[18],831251,2
25102,features[8],15754,0
25103,features[8],291641,3
25104,features[8],195566,1
25105,classifier[3],11310222,1
25106,features[0],1074,1
25107,classifier[0],883480,1
25108,features[22],1349341,1
25109,features[22],235276,4
25110,features[11],279141,4
25111,features[8],210355,0
25112,features[15],852956,1
25113,features[11],69502,4
25114,features[25],1855422,1
25115,features[25],480749,4
25116,features[18],1670299,0
25117,features[25],1506868,2
25118,features[15],395036,3
25119,features[4],55238,0
25120,features[22],1276653,4
25121,features[18],2164463,3
25122,features[15],890473,3
25123,features[11],406938,3
25124,features[4],70811,0
25125,features[15],309358,3
25126,features[11],438495,0
25127,features[25],1149422,0
25128,features[11],371288,2
25129,classifier[3],11752402,2
25130,features[25],1089240,0
25131,features[8],233851,4
25132,features[0],1677,1
25133,features[18],1648283,0
25134,features[0],482,1
25135,features[15],541771,0
25136,features[4],9916,0
25137,features[8],207566,4
25138,features[25],1215002,0
25139,classifier[3],11047421,1
25140,features[8],281748,4
25141,classifier[6],8516,3
25142,features[18],1209437,2
25143,classifier[6],16725,3
25144,classifier[3],9847175,4
25145,features[18],1186866,1
25146,features[15],89561,0
25147,features[11],90660,4
25148,features[8],133092,1
25149,features[8],219043,2
25150,features[4],38149,1
25151,features[4],11565,3
25152,features[18],2355556,0
25153,features[8],2040,1
25154,classifier[0],326591,2
25155,features[0],607,3
25156,features[8],93021,4
25157,features[8],271353,4
25158,classifier[3],14448906,0
25159,features[8],107794,1
25160,features[22],308654,3
25161,classifier[3],2001664,0
25162,features[11],547488,0
25163,features[11],165588,2
25164,features[18],332601,4
25165,features[15],580839,2
25166,features[22],1502308,1
25167,classifier[0],1745574,2
25168,features[11],336348,4
25169,features[15],166411,2
25170,features[0],1717,0
25171,classifier[0],119250,1
25172,features[11],76784,3
25173,features[15],847779,4
25174,features[18],289582,4
25175,features[22],970080,0
25176,features[0],312,1
25177,classifier[0],1272964,0
25178,features[22],1339088,0
25179,features[8],93140,2
25180,classifier[0],1138281,2
25181,features[11],565461,1
25182,features[8],129771,3
25183,features[22],76950,3
25184,features[8],18347,1
25185,classifier[0],1822054,3
25186,classifier[0],1528514,2
25187,features[18],771471,1
25188,features[11],20644,4
25189,features[11],164051,2
25190,features[15],69613,4
25191,features[25],145414,0
25192,features[18],839881,2
25193,features[11],292638,3
25194,features[11],273630,4
25195,features[8],265256,4
25196,classifier[3],8923925,1
25197,features[18],2174995,3
25198,classifier[0],454792,0
25199,classifier[3],16310495,2
25200,features[4],46315,2
25201,classifier[6],18861,0
25202,features[0],689,2
25203,features[0],1664,0
25204,features[0],1116,0
25205,features[8],99605,0
25206,features[25],1965516,4
25207,features[4],72987,0
25208,classifier[0],1392345,4
25209,features[8],45118,3
25210,features[0],1389,2
25211,features[8],255851,3
25212,features[8],195034,4
25213,features[15],154735,3
25214,features[22],858085,4
25215,features[11],118289,1
25216,features[22],747882,1
25217,features[4],39064,3
25218,classifier[3],10116493,4
25219,classifier[6],23592,4
25220,features[11],208598,4
25221,features[11],128699,1
25222,features[25],1032205,1
25223,features[0],1149,1
25224,classifier[3],12825398,1
25225,features[15],771667,1
25226,features[8],45303,2
25227,features[11],253542,1
25228,features[25],180233,4
25229,classifier[0],173429,4
25230,features[18],2355238,1
25231,features[25],185481,2
25232,features[4],7449,2
25233,features[18],41950,3
25234,features[4],51216,2
25235,features[22],1439213,2
25236,classifier[3],6442288,0
25237,features[25],2038903,0
25238,features[11],125144,2
25239,features[25],2120770,2
25240,features[22],2292753,0
25241,features[8],108994,3
25242,features[11],548504,1
25243,features[22],1679245,4
25244,features[25],1192181,1
25245,features[15],274699,4
25246,features[22],764354,2
25247,features[22],926347,0
25248,features[15],1171130,2
25249,features[18],1795251,4
25250,features[22],55731,0
25251,features[0],1038,0
25252,features[4],35954,0
25253,classifier[0],971234,4
25254,features[22],1271348,3
25255,features[22],1868894,0
25256,features[4],25270,4
25257,classifier[6],31593,1
25258,features[8],199124,3
25259,features[18],398391,3
25260,classifier[6],11696,1
25261,features[0],1494,1
25262,features[11],83721,1
25263,features[4],55386,2
25264,features[4],66092,0
25265,features[8],20373,4
25266,classifier[0],208950,0
25267,classifier[0],139437,0
25268,classifier[6],38390,3
25269,features[18],2055022,4
25270,features[11],13644,3
25271,classifier[0],220921,2
25272,classifier[3],9865446,2
25273,features[22],1524527,3
25274,features[0],331,2
25275,features[8],9247,1
25276,features[18],2212723,3
25277,features[0],414,2
25278,features[11],195329,0
25279,features[11],171343,3
25280,features[4],18705,3
25281,features[18],345902,4
25282,classifier[6],5865,2
25283,features[15],90902,3
25284,features[8],29054,4
25285,features[25],392295,3
25286,classifier[6],24294,0
25287,classifier[3],1651309,4
25288,features[18],1879057,0
25289,features[4],72393,1
25290,classifier[3],852206,1
25291,classifier[0],134782,1
25292,classifier[6],17671,4
25293,features[18],609096,3
25294,features[11],206554,2
25295,classifier[6],5748,3
25296,classifier[0],1166924,1
25297,features[11],137050,4
25298,classifier[6],20742,1
25299,features[18],75038,3
25300,features[22],733339,1
25301,classifier[3],14894658,0
25302,features[4],18071,2
25303,features[4],34861,4
25304,features[0],1275,0
25305,features[15],1095760,4
25306,features[11],116290,1
25307,features[11],579139,1
25308,features[15],791151,3
25309,classifier[3],15132150,2
25310,classifier[3],3788023,0
25311,features[4],7697,2
25312,features[11],157921,1
25313,features[0],802,1
25314,classifier[3],16563182,1
25315,classifier[3],4209770,1
25316,features[25],507831,4
25317,features[11],377174,3
25318,classifier[0],1782936,1
25319,classifier[6],22065,4
25320,features[22],172996,2
25321,features[4],44196,3
25322,features[4],16200,1
25323,classifier[0],808146,4
25324,features[15],344793,2
25325,features[8],237488,3
25326,features[18],1862567,0
25327,features[0],592,1
25328,classifier[0],74785,3
25329,features[15],188460,3
25330,classifier[3],84648,1
25331,classifier[3],4573555,4
25332,classifier[6],15427,3
25333,features[22],651574,2
25334,features[8],135801,1
25335,features[4],15607,4
25336,features[11],508922,3
25337,features[22],684175,3
25338,classifier[0],1735409,1
25339,features[8],52025,2
25340,classifier[0],1680094,3
25341,classifier[6],40355,3
25342,classifier[6],31070,2
25343,classifier[0],143484,2
25344,classifier[0],1804931,3
25345,features[15],158591,0
25346,features[18],1818818,3
25347,classifier[6],8886,0
25348,features[11],52725,4
25349,features[0],112,0
25350,features[11],551597,2
25351,features[8],264524,1
25352,features[15],1052667,2
25353,features[4],2394,2
25354,features[25],69316,0
25355,features[15],341033,1
25356,features[8],169400,2
25357,classifier[6],39342,2
25358,classifier[3],2008454,4
25359,features[0],201,4
25360,features[8],46837,1
25361,features[8],291039,2
25362,features[0],1551,1
25363,features[15],1115199,4
25364,features[0],985,2
25365,features[0],1594,2
25366,features[0],975,4
25367,features[11],368050,0
25368,features[15],787785,3
25369,classifier[3],11982038,0
25370,features[11],386058,2
25371,classifier[6],33604,1
25372,features[25],1207008,4
25373,features[11],124550,1
25374,features[22],2218550,1
25375,features[11],397112,4
25376,classifier[6],8871,4
25377,classifier[3],14490563,4
25378,features[0],1376,2
25379,features[11],555768,3
25380,features[11],205867,4
25381,classifier[0],1020060,2
25382,classifier[6],36431,4
25383,features[11],209875,0
25384,features[18],2145343,0
25385,features[15],21829,0
25386,classifier[0],1646116,2
25387,classifier[6],12366,1
25388,features[11],418152,1
25389,classifier[3],4546346,2
25390,features[0],1247,0
25391,classifier[3],455241,1
25392,features[0],1553,4
25393,features[18],952698,4
25394,features[25],2313414,4
25395,features[4],6458,2
25396,classifier[6],14825,3
25397,classifier[0],1667943,4
25398,features[25],2010390,3
25399,features[0],22,4
25400,classifier[6],20385,4
25401,features[4],41348,0
25402,features[22],1266312,4
25403,features[0],1163,0
25404,features[4],21142,3
25405,features[8],135416,0
25406,classifier[0],349492,2
25407,features[8],293787,2
25408,classifier[0],1106451,2
25409,features[0],909,1
25410,features[0],870,1
25411,features[22],712564,4
25412,features[11],35726,1
25413,classifier[6],18131,4
25414,features[0],858,0
25415,features[0],1014,3
25416,features[15],188667,3
25417,features[18],1344581,4
25418,features[25],2121154,2
25419,classifier[0],1968932,3
25420,features[15],646934,4
25421,features[8],28838,2
25422,features[4],55414,1
25423,features[25],1767515,0
25424,features[18],1533225,2
25425,features[4],2140,3
25426,features[25],1936434,4
25427,features[0],72,2
25428,features[15],773558,1
25429,classifier[0],639847,3
25430,features[15],213960,4
25431,classifier[3],13870527,3
25432,features[0],1674,4
25433,features[25],31040,4
25434,features[8],88453,0
25435,features[25],2216983,4
25436,features[8],108145,0
25437,features[15],218184,1
25438,classifier[0],315593,2
25439,features[22],1010701,3
25440,features[8],80272,0
25441,classifier[3],2898884,1
25442,classifier[6],4384,1
25443,features[15],1006334,3
25444,classifier[6],13048,1
25445,classifier[0],1028885,1
25446,features[8],179207,1
25447,classifier[3],2178310,3
25448,features[4],57796,0
25449,features[0],985,3
25450,features[22],1362312,3
25451,features[4],3564,2
25452,classifier[6],21044,3
25453,features[8],215373,1
25454,features[22],477759,2
25455,features[18],1699947,0
25456,features[4],36655,3
25457,classifier[0],348769,3
25458,features[22],556925,0
25459,features[11],76093,2
25460,classifier[3],1489203,4
25461,classifier[6],40139,4
25462,features[0],246,2
25463,classifier[6],14231,1
25464,features[11],536168,2
25465,features[25],1918643,0
25466,features[8],26559,3
25467,features[22],1902493,3
25468,features[18],47647,0
25469,classifier[6],28316,3
25470,features[25],1096390,0
25471,features[4],52192,1
25472,features[22],714938,1
25473,classifier[3],58919,4
25474,classifier[6],39657,0
25475,classifier[6],24469,0
25476,features[15],33041,2
25477,features[0],1256,4
25478,features[4],32673,4
25479,classifier[3],8803350,1
25480,features[18],2274226,3
25481,features[22],565688,1
25482,features[15],597911,1
25483,features[11],243126,4
25484,features[18],416868,2
25485,features[22],2004738,0
25486,features[8],277574,0
25487,features[22],90539,0
25488,features[18],294629,0
25489,classifier[3],12747093,4
25490,features[8],283675,1
25491,features[0],335,2
25492,classifier[3],7102093,0
25493,features[11],120915,3
25494,features[22],2050973,1
25495,features[11],544063,0
25496,classifier[0],1911772,4
25497,features[11],304558,3
25498,features[8],100413,2
25499,features[0],1198,4
25500,features[22],460255,2
25501,features[8],174809,3
25502,features[4],7859,0
25503,features[11],430429,4
25504,classifier[3],7268817,3
25505,classifier[6],31100,3
25506,features[0],460,1
25507,features[15],898017,2
25508,features[8],176049,1
25509,classifier[3],415962,4
25510,features[25],270385,0
25511,features[22],2293280,0
25512,features[15],872928,4
25513,features[25],1025899,4
25514,classifier[6],12691,1
25515,classifier[0],821264,3
25516,features[25],1043771,2
25517,features[0],571,3
25518,features[15],279348,0
25519,features[15],26746,0
25520,features[25],622058,0
25521,features[15],152326,1
25522,features[25],33137,0
25523,features[25],636435,3
25524,features[25],281716,2
25525,features[25],506122,1
25526,features[25],1828843,3
25527,features[8],221896,2
25528,features[0],373,0
25529,features[4],63301,4
25530,features[0],1103,1
25531,features[25],1843077,2
25532,classifier[0],270,4
25533,features[0],1382,3
25534,classifier[6],5169,1
25535,features[25],1552429,2
25536,features[15],304966,4
25537,features[18],1022257,4
25538,features[18],2173672,4
25539,features[11],403319,0
25540,classifier[0],891616,3
25541,features[0],771,3
25542,features[25],250268,4
25543,classifier[3],13490868,1
